date,txVolume(USD),txCount,marketcap(USD),price(USD),exchangeVolume(USD),generatedCoins,fees,drop_this
2016/01/01,214.601724,469.0,1358320.0,0.000162,1361.0,0.0,7492.00621,
2016/01/02,773.56521,470.0,1458810.0,0.000165,1140.0,0.0,7832.226072,
2016/01/03,96.49955,309.0,1484340.0,0.000175,573.0,0.0,4768.72549,
2016/01/04,741.67471,212.0,1575230.0,0.000203,7346.0,0.0,3340.0,
2016/01/05,4393.72827,526.0,1824260.0,0.000186,1676.0,0.0,9779.486036,
2016/01/06,1577.436184,509.0,1678260.0,0.000188,1372.0,0.0,8353.057774,
2016/01/07,224.58114,496.0,1688180.0,0.000252,20869.0,0.0,7686.845142,
2016/01/08,5017.209184,567.0,2265820.0,0.000272,30481.0,0.0,11167.476044,
2016/01/09,12662.9632,88.0,2447750.0,0.000256,9030.0,0.0,5899.639341,
2016/01/10,8188.842496,66.0,2307980.0,0.000256,3027.0,0.0,3320.944022,
2016/01/11,286.970168,17.0,2309540.0,0.000239,11982.0,0.0,351.475808,
2016/01/12,4108.30056,274.0,2146070.0,0.00026,7721.0,0.0,5246.007591,
2016/01/13,8689.189888,504.0,2318410.0,0.000248,6263.0,0.0,9949.918889,
2016/01/14,5732.42901,516.0,2233940.0,0.000285,39981.0,0.0,9533.929047,
2016/01/15,19358.585344,560.0,2563120.0,0.000256,37975.0,0.0,12524.336281,
2016/01/16,18481.604576,546.0,2295880.0,0.000278,10071.0,0.0,13786.247766,
2016/01/17,5973.676632,326.0,2501490.0,0.000294,9379.0,0.0,5890.105509,
2016/01/18,7315.48576,530.0,2556000.0,0.000352,68567.0,0.0,9940.960153,
2016/01/19,125053.152588,483.0,3166920.0,0.000468,126416.0,0.0,15283.999919,
2016/01/20,52574.283258,270.0,4146700.0,0.000606,252740.0,0.0,11113.238317,
2016/01/21,60282.570348,740.0,5239790.0,0.000468,81548.0,0.0,22189.98363,
2016/01/22,26366.3001,635.0,4227180.0,0.00045,52632.0,0.0,14254.118253,
2016/01/23,48695.37582,590.0,4081240.0,0.000455,68777.0,0.0,13035.328325,
2016/01/24,19901.136836,564.0,4191350.0,0.000413,28556.0,0.0,11053.044269,
2016/01/25,11733.402634,547.0,3718220.0,0.000379,27464.0,0.0,10986.653125,
2016/01/26,15645.771768,560.0,3410470.0,0.000418,26105.0,0.0,10570.984877,
2016/01/27,34174.96737,558.0,3756420.0,0.000422,35648.0,0.0,11573.39899,
2016/01/28,32048.298612,568.0,3795520.0,0.000396,19034.0,0.0,12865.521695,
2016/01/29,24020.932752,549.0,3562020.0,0.000432,19446.0,0.0,10817.230317,
2016/01/30,6748.77976,556.0,3853500.0,0.000466,35814.0,0.0,9766.489198,
2016/01/31,6180.667247,560.0,4122060.0,0.000491,46422.0,0.0,10419.68276,
2016/02/01,20060.992224,388.0,4448570.0,0.000507,52135.0,0.0,7464.843047,
2016/02/02,12219.095112,738.0,4564120.0,0.000588,114264.0,0.0,12201.775214,
2016/02/03,14111.05563,688.0,5228850.0,0.00063,91762.0,0.0,12488.801188,
2016/02/04,67919.348964,641.0,5661540.0,0.000601,78974.0,0.0,13725.912462,
2016/02/05,112564.793565,596.0,5407140.0,0.000631,24322.0,0.0,13849.487896,
2016/02/06,12856.62923,533.0,5680220.0,0.000634,16086.0,0.0,9925.223348,
2016/02/07,24675.62007,535.0,5703340.0,0.000606,24609.0,0.0,9830.491379,
2016/02/08,22573.2879,532.0,5456290.0,0.00059,15958.0,0.0,10309.642103,
